name,tags
Kingdom: New Lands,"Side Scroller,Exploration,Colony Sim,Tower Defense,Building,Survival,Medieval,Base Building,Strategy,Roguelike,Pixel Graphics,2D,Open World,Simulation,Fantasy,Atmospheric,Singleplayer,Adventure,Indie,Great Soundtrack,+"
Natural Selection 2,"Multiplayer,Strategy,FPS,Team-Based,Action,Sci-fi,RTS,Aliens,Indie,Competitive,Shooter,Co-op,Tactical,Moddable,First-Person,Space,Futuristic,Atmospheric,Online Co-Op,Adventure,+"
Metal War Online: Retribution,"Free to Play,Multiplayer,Racing,Action,Early Access,Massively Multiplayer,Shooter,Tanks,Co-op,Open World,FPS,Adventure,PvP,Zombies,Singleplayer,Sandbox,First-Person,Online Co-Op,War,+"
Graveyard Keeper - Game Of Crone,"Simulation,RPG,Adventure,Indie,Pixel Graphics,Management,Farming,Medieval,+"
There Is No Game: Wrong Dimension,"Indie,Adventure,Casual,Point & Click,Pixel Graphics,Funny,Comedy,Puzzle,Story Rich,Singleplayer,2D,Narration,Parody,Romance,Interactive Fiction,Great Soundtrack,Simulation,Remake,RPG,Action,+"
Moonlighter: Between Dimensions,"Action,Adventure,Indie,Pixel Graphics,RPG,Roguelite,+"
Portal Knights,"Adventure,Sandbox,Multiplayer,RPG,Building,Crafting,Survival,Co-op,Action,Exploration,Singleplayer,Fantasy,Voxel,Casual,Cute,Early Access,Dungeon Crawler,Third Person,Local Co-Op,Great Soundtrack,+"
The Hand of Merlin,"Turn-Based Strategy,Tactical,Roguelike,Strategy,Story Rich,Fantasy,Turn-Based Tactics,Sci-fi,Perma Death,RPG,Difficult,Tactical RPG,Roguelite,Atmospheric,Soundtrack,Turn-Based Combat,Medieval,Singleplayer,Replay Value,Indie,+"
Panzar,"Free to Play,Action,Multiplayer,Massively Multiplayer,RPG,PvP,Fantasy,Third Person,MOBA,Co-op,MMORPG,Gore,PvE,Open World,Survival,Crafting,Adventure,Nudity,Action RPG,Singleplayer,+"
Production Line : Car factory simulation,"Management,Simulation,Strategy,Economy,Building,Automation,Resource Management,Sandbox,Indie,2D,Base Building,Singleplayer,Isometric,Realistic,Replay Value,Family Friendly,City Builder,Education,Moddable,2.5D,+"
Sudden Strike 4,"Strategy,RTS,World War II,War,Multiplayer,Historical,Tanks,Realistic,Real-Time,Real Time Tactics,Singleplayer,Military,Base Building,+"
Warhammer: Vermintide 2 - Outcast Engineer Career,"Indie,Action,Gore,Violent,+"
Project CARS 3,"Racing,Arcade,Action,Sports,First-Person,Automobile Sim,Third Person,Simulation,3D Vision,Immersive Sim,Realistic,Modern,Atmospheric,Driving,PvP,Physics,Multiplayer,VR,Singleplayer,Asynchronous Multiplayer,+"
Inkulinati,"Early Access,Turn-Based Strategy,Medieval,Turn-Based Tactics,Roguelite,Turn-Based,Funny,Deckbuilding,Dark Humor,Hand-drawn,PvP,Stylized,2D,Strategy RPG,PvE,Historical,Turn-Based Combat,Strategy,Multiplayer,Singleplayer,+"
Warhammer: Vermintide 2 - Warrior Priest Career,"Indie,Action,Violent,Gore,+"
ABZU,"Relaxing,Atmospheric,Underwater,Exploration,Great Soundtrack,Adventure,Singleplayer,Casual,Colorful,Indie,Beautiful,Fantasy,Family Friendly,Short,Open World,Story Rich,Third Person,Simulation,Walking Simulator,Controller,+"
Aquatico,"City Builder,Strategy,Colony Sim,Underwater,Building,Economy,Futuristic,Management,Base Building,Post-apocalyptic,Sci-fi,Open World,Resource Management,Singleplayer,Survival,Nature,Simulation,Sandbox,+"
Farming Simulator 22 - HORSCH AgroVation Pack,"Simulation,+"
Dome Keeper,"Roguelike,Mining,Sci-fi,Action,Arcade,Combat,Aliens,Procedural Generation,Tower Defense,Atmospheric,Resource Management,Space,Exploration,Management,Adventure,Simulation,Controller,Pixel Graphics,Sandbox,Tactical,+"
Predecessor,"MOBA,Third Person,Strategy,Multiplayer,Early Access,Action,Team-Based,Massively Multiplayer,Shooter,PvP,Third-Person Shooter,Competitive,Sci-fi,Fantasy,3D,Realistic,Tactical,Free to Play,Addictive,Online Co-Op,+"
Volcano Princess,"Life Sim,Multiple Endings,Simulation,Anime,RPG,Choices Matter,Singleplayer,Story Rich,Indie,Choose Your Own Adventure,JRPG,Female Protagonist,Strategy,Cute,Time Management,Turn-Based Combat,Hand-drawn,Medieval,2D,Fantasy,+"
Hunt: Showdown - Ronin,"Action,Western,Zombies,Shooter,Blood,Hunting,First-Person,FPS,+"
Bright Memory: Infinite,"Action,Female Protagonist,Sexual Content,FPS,Indie,Singleplayer,Sci-fi,Shooter,First-Person,Hack and Slash,Gore,Mature,Violent,Souls-like,Character Customization,Short,Multiplayer,Swordplay,Realistic,Futuristic,+"
PIPE by BMX Streets,"Sports,Simulation,Indie,BMX,Bikes,Open World,Multiplayer,Singleplayer,+"
Tentacular,"Casual,VR,Funny,Building,Puzzle,Action,Cute,Adventure,Physics,God Game,Indie,Sandbox,FPS,Cartoony,Colorful,First-Person,Stylized,Comedy,Family Friendly,Fantasy,+"
Governor of Poker 3,"Gambling,Card Game,Free to Play,Multiplayer,Sports,Character Customization,Massively Multiplayer,Strategy,Western,Relaxing,Team-Based,Conversation,Casual,Resource Management,Simulation,PvP,Cartoony,Gaming,Family Friendly,Party,+"
Euro Truck Simulator 2 - High Power Cargo Pack,"Simulation,Indie,Driving,Multiplayer,Singleplayer,Open World,First-Person,Moddable,Management,Realistic,Adventure,+"
Car Mechanic Simulator 2021 - Dodge | Plymouth | Chrysler Remastered DLC,"Simulation,Racing,Moddable,Sandbox,Realistic,Immersive Sim,+"
Your Only Move Is HUSTLE,"2D Fighter,Turn-Based Strategy,Action,Strategy,Spectacle fighter,Turn-Based Tactics,Sandbox,2D,Simulation,Pixel Graphics,Side Scroller,Anime,Solitaire,Cartoon,Cinematic,Cartoony,Colorful,Hand-drawn,Cute,Minimalist,+"
Root: The Underworld Expansion,"Strategy,Indie,Simulation,+"
Garten of Banban 2,"Horror,Singleplayer,First-Person,Puzzle,Cartoony,Psychological Horror,3D,Dark,Survival Horror,Atmospheric,Walking Simulator,Lore-Rich,Mystery,Action,Adventure,Surreal,Thriller,Story Rich,Casual,Action-Adventure,+"
Hollow Knight - Official Soundtrack,"Action,Adventure,Indie,Soundtrack,Metroidvania,Great Soundtrack,2D,Souls-like,+"
Viscera Cleanup Detail,"Simulation,Gore,Multiplayer,Co-op,First-Person,Funny,Indie,Physics,Sci-fi,Comedy,Space,Singleplayer,Horror,Blood,Casual,Walking Simulator,Sandbox,Parody,Adventure,Relaxing,+"
Chaos on Deponia,"Adventure,Point & Click,Comedy,Singleplayer,Puzzle,Indie,Funny,Story Rich,Great Soundtrack,2D,Escape Room,Dark Humor,Hand-drawn,Steampunk,Retro,Classic,Sci-fi,Atmospheric,+"
Heavenly Bodies,"Physics,Difficult,Adventure,Space,Simulation,Atmospheric,Precision Platformer,Puzzle,Local Co-Op,Stylized,Puzzle Platformer,Singleplayer,Action,Co-op,Indie,Funny,2.5D,Comedy,Local Multiplayer,Controller,+"
Hydroneer,"Base Building,Mining,Sandbox,Co-op,Funny,Open World,Automation,Building,Casual,Resource Management,Indie,Simulation,Multiplayer,Singleplayer,Adventure,Crafting,First-Person,Strategy,Split Screen,Family Friendly,+"
Retrowave,"Racing,Indie,1980s,Casual,Retro,Simulation,Action,Music,Relaxing,Cyberpunk,1990's,Great Soundtrack,Singleplayer,Arcade,Futuristic,Psychedelic,Runner,Surreal,Atmospheric,Addictive,+"
ARK: Extinction - Expansion Pack,"Adventure,Action,Massively Multiplayer,Survival,RPG,Open World,Dinosaurs,Indie,Multiplayer,Singleplayer,Crafting,Co-op,Sandbox,Building,Base Building,Sci-fi,Difficult,Exploration,Strategy,First-Person,+"
Euro Truck Simulator 2 - Feldbinder Trailer Pack,"Simulation,Indie,+"
Fabledom,"Early Access,City Builder,Relaxing,Sandbox,Diplomacy,Colony Sim,Economy,Romance,Fantasy,Cartoony,Procedural Generation,Resource Management,PvE,Strategy,Base Building,3D,Cute,Funny,Colorful,Conversation,+"
Raft,"Survival,Open World Survival Craft,Multiplayer,Co-op,Crafting,Open World,Building,Base Building,Online Co-Op,Adventure,Sandbox,First-Person,Singleplayer,Early Access,Underwater,Simulation,Action,Indie,Strategy,Massively Multiplayer,+"
Pillars of Eternity II: Deadfire,"RPG,Party-Based RPG,Isometric,Story Rich,CRPG,Fantasy,Singleplayer,Character Customization,Choices Matter,Open World,Turn-Based,Real-Time with Pause,Adventure,Pirates,Nudity,Exploration,Great Soundtrack,Romance,Atmospheric,Female Protagonist,+"
Plague Inc: Evolved,"Strategy,Simulation,Outbreak Sim,Indie,Singleplayer,Multiplayer,Zombies,Casual,Tactical,Replay Value,Post-apocalyptic,Addictive,Realistic,2D,Difficult,Atmospheric,Co-op,Early Access,Sandbox,Survival,+"
Crusader Kings III: Tours & Tournaments,"Strategy,RPG,Simulation,Medieval,+"
The Binding of Isaac: Rebirth,"Action Roguelike,Roguelike,Indie,Replay Value,Difficult,Pixel Graphics,Dungeon Crawler,Great Soundtrack,Singleplayer,Dark,2D,Remake,Local Co-Op,Gore,Procedural Generation,Roguelite,Atmospheric,Action,Co-op,Horror,+"
The Stanley Parable: Ultra Deluxe,"Multiple Endings,Comedy,Choices Matter,Walking Simulator,First-Person,Narration,Singleplayer,Funny,Exploration,3D,Psychological Horror,Adventure,Story Rich,Casual,Emotional,Mystery,Dark Humor,Atmospheric,Horror,Game Development,+"
NEEDY STREAMER OVERLOAD,"Psychological Horror,Sexual Content,Anime,Visual Novel,Cute,Pixel Graphics,Multiple Endings,Point & Click,2D,Psychological,Choose Your Own Adventure,Psychedelic,Dark Humor,Colorful,Story Rich,Adventure,Singleplayer,Text-Based,Conversation,Hentai,+"
Warhammer: Vermintide 2,"Co-op,First-Person,Dark Fantasy,Games Workshop,Violent,Hack and Slash,Gore,Online Co-Op,Action,Action RPG,Fantasy,Multiplayer,PvE,Atmospheric,Roguelite,FPS,Singleplayer,Survival,Adventure,Indie,+"
Divinity: Original Sin 2 - Definitive Edition,"Tactical RPG,RPG,Turn-Based Strategy,Story Rich,Exploration,Fantasy,CRPG,Party-Based RPG,Character Customization,Strategy RPG,PvP,Female Protagonist,Co-op Campaign,Local Co-Op,Isometric,Choices Matter,Romance,Strategy,Moddable,Funny,+"
The Wandering Village,"Early Access,Sandbox,City Builder,Procedural Generation,Nature,RTS,Strategy,Base Building,Cute,Survival,Relaxing,Post-apocalyptic,Singleplayer,Roguelike,Resource Management,Economy,Real-Time with Pause,Family Friendly,Emotional,Management,+"
Stray,"Cats,Adventure,Cyberpunk,Atmospheric,Cute,Singleplayer,Exploration,Robots,Third Person,Beautiful,Puzzle,Horror,Sci-fi,Indie,Dystopian,Open World,Mystery,Colorful,Action,Stealth,+"
Death's Door,"Action,Adventure,RPG,Action-Adventure,Action RPG,Hack and Slash,Exploration,Isometric,Dungeon Crawler,Souls-like,3D Platformer,3D,Colorful,Dark Fantasy,Indie,Third Person,Singleplayer,Metroidvania,Fantasy,Combat,+"
Infinity Kingdom,"Strategy,4X,MOBA,Wargame,Card Battler,Tactical RPG,3D,Split Screen,Cartoony,Drama,War,Tactical,Magic,Base Building,Combat,Massively Multiplayer,Free to Play,Multiplayer,Co-op Campaign,Adventure,+"
ARK: Aberration - Expansion Pack,"Adventure,Action,Massively Multiplayer,Survival,Open World,Dinosaurs,RPG,Exploration,Indie,Multiplayer,Building,Crafting,Singleplayer,Fantasy,Co-op,Base Building,Sandbox,Free to Play,PvE,Sci-fi,+"
Killing Floor 2,"Zombies,Co-op,Gore,FPS,Multiplayer,Survival,Action,Online Co-Op,Horror,Shooter,First-Person,Team-Based,Survival Horror,Great Soundtrack,Atmospheric,Difficult,Singleplayer,Early Access,Indie,Blood,+"
Maneater,"Dark Humor,Nature,Open World,Underwater,Singleplayer,Exploration,Female Protagonist,Violent,Action RPG,Third Person,Narration,Gore,Action-Adventure,Action,RPG,Simulation,Villain Protagonist,Atmospheric,Adventure,Satire,+"
Rival Stars Horse Racing: Desktop Edition,"Horses,Immersive Sim,Racing,Sports,Management,PvP,Competitive,Farming Sim,Character Customization,RPG,3D,Story Rich,Casual,Simulation,Strategy,Realistic,Family Friendly,Emotional,Multiplayer,Singleplayer,+"
SnowRunner - Season 10: Fix & Connect,"Adventure,Simulation,+"
Deep Rock Galactic - Biohazard Pack,"Action,+"
Mount & Blade II: Bannerlord,"Medieval,Strategy,Open World,RPG,War,Sandbox,Multiplayer,Singleplayer,Action,Character Customization,Simulation,Moddable,Adventure,Horses,Realistic,Third Person,First-Person,Historical,Great Soundtrack,Early Access,+"
Aliens: Dark Descent,"Strategy,Action,Tactical,RTS,Sci-fi,Action-Adventure,Singleplayer,Dark,3D,Space,Survival,Aliens,Horror,Violent,Real Time Tactics,Combat,Top-Down,Stealth,Isometric,Multiplayer,+"
Unholy,"Adventure,Female Protagonist,Atmospheric,Singleplayer,Puzzle,First-Person,Stealth,Dark,Violent,Gore,Walking Simulator,Realistic,Psychological Horror,Mystery,Soundtrack,Exploration,Horror,Survival,Mature,Relaxing,+"
RimWorld - Biotech,"Indie,Strategy,Simulation,Colony Sim,Singleplayer,Moddable,+"
Frostpunk,"City Builder,Survival,Resource Management,Strategy,Post-apocalyptic,Steampunk,Colony Sim,Building,Base Building,Simulation,Singleplayer,Management,Choices Matter,Atmospheric,Economy,Dark,Difficult,RTS,Great Soundtrack,Real-Time with Pause,+"
Hunt: Showdown - Cold Blooded,"Action,Gore,Violent,Multiplayer,Atmospheric,Survival Horror,First-Person,Combat,Team-Based,Hunting,America,Beautiful,Alternate History,Lore-Rich,Character Customization,+"
Arma 3,"Military,Action,Multiplayer,Simulation,Shooter,Realistic,First-Person,Open World,Tactical,FPS,War,Co-op,Strategy,Sandbox,Singleplayer,Moddable,Combat,Online Co-Op,Team-Based,Third-Person Shooter,+"
Naval Action,"Naval Combat,Sailing,Pirates,Naval,Open World,MMORPG,PvP,RPG,Sandbox,Military,Historical,Massively Multiplayer,War,Realistic,Crafting,Simulation,Economy,Survival,Combat,Trading,+"
War Robots,"Free to Play,Action,Robots,Multiplayer,Shooter,Mechs,PvP,FPS,Massively Multiplayer,Controller,War,First-Person,Third-Person Shooter,Third Person,Co-op,Strategy,Singleplayer,MMORPG,RPG,VR,+"
Crusader Kings III: Wards & Wardens,"Strategy,RPG,Simulation,+"
Wartales,"RPG,Open World,Turn-Based Strategy,Party-Based RPG,Medieval,Co-op,Adventure,Strategy,Singleplayer,Multiplayer,Turn-Based Combat,Exploration,Tactical RPG,Survival,Sandbox,Story Rich,Turn-Based,Indie,Online Co-Op,Violent,+"
OMSI 2: Steam Edition,"Automobile Sim,Simulation,Driving,Realistic,Singleplayer,Moddable,Multiplayer,Casual,TrackIR,First-Person,Open World,Relaxing,Adventure,Replay Value,Family Friendly,Physics,Atmospheric,Management,Cult Classic,Action,+"
Do Not Feed the Monkeys 2099,"Dystopian,Choices Matter,Life Sim,Strategy,Multiple Endings,Management,Dark Humor,Funny,Resource Management,Simulation,2D,Story Rich,Pixel Graphics,Singleplayer,Indie,Investigation,Sci-fi,Sequel,Atmospheric,Sexual Content,+"
Dead Cells,"Adventure,Action Roguelike,Pixel Graphics,Metroidvania,2D,Souls-like,Roguelike,Replay Value,Hack and Slash,Roguelite,Platformer,Singleplayer,Roguevania,Action,Difficult,Atmospheric,Dark Fantasy,Procedural Generation,Funny,Indie,+"
Outlast,"Horror,First-Person,Survival Horror,Atmospheric,Gore,Psychological Horror,Survival,Singleplayer,Adventure,Dark,Action,Indie,Stealth,Nudity,Multiplayer,Parkour,Difficult,Walking Simulator,3D Vision,Sci-fi,+"
Medieval Dynasty,"Survival,Building,Open World,Medieval,Singleplayer,RPG,City Builder,Crafting,Simulation,Colony Sim,Sandbox,Adventure,Resource Management,Realistic,First-Person,Exploration,Historical,Action,Co-op,Early Access,+"
Supremacy 1914: World War 1,"Strategy,Free to Play,War,World War I,Historical,Military,Simulation,Grand Strategy,Multiplayer,Massively Multiplayer,Diplomacy,Wargame,Co-op,Tactical,Singleplayer,Alternate History,Politics,RTS,Replay Value,Board Game,+"
Job Simulator,"VR,Simulation,Funny,First-Person,Singleplayer,Robots,Comedy,Physics,Memes,Family Friendly,Sandbox,Casual,Sci-fi,Atmospheric,Realistic,Action,Job Simulator,Indie,Psychological Horror,Multiplayer,+"
Deep Rock Galactic,"Co-op,PvE,FPS,Exploration,Procedural Generation,Shooter,Loot,Class-Based,First-Person,Sci-fi,Space,Action,Looter Shooter,Atmospheric,Combat,Horror,Survival,Action Roguelike,Dark,Open World,+"
Talisman: Digital Edition,"Board Game,Tabletop,Strategy,Multiplayer,RPG,Indie,Turn-Based,Fantasy,Card Game,Local Multiplayer,Games Workshop,Singleplayer,Adventure,Local Co-Op,Turn-Based Strategy,Casual,Touch-Friendly,PvP,2.5D,Grid-Based Movement,+"
7 Days to Die,"Survival,Zombies,Open World,Multiplayer,Open World Survival Craft,Voxel,Post-apocalyptic,Base Building,Online Co-Op,Exploration,Building,Sandbox,Simulation,FPS,Strategy,Character Customization,Tower Defense,Action,Procedural Generation,Early Access,+"
Cuphead - The Delicious Last Course,"Indie,Action,Difficult,Cartoon,Co-op,Great Soundtrack,Platformer,2D,Multiplayer,Bullet Hell,Singleplayer,Funny,Souls-like,Adventure,Hand-drawn,Cartoony,2D Platformer,Classic,Local Co-Op,Retro,+"
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,"Anime,Fighting,Action,Ninja,Multiplayer,Adventure,Story Rich,Singleplayer,Local Multiplayer,Third Person,Great Soundtrack,Open World,Fantasy,Atmospheric,Co-op,Online Co-Op,Beat 'em up,Local Co-Op,Memes,Heist,+"
Teardown,"Destruction,Physics,Sandbox,Voxel,First-Person,Heist,Open World,Singleplayer,Realistic,Simulation,3D,Action,Puzzle,Driving,Indie,Replay Value,Tactical,Immersive Sim,Puzzle Platformer,Runner,+"
Wallpaper Engine,"Mature,Utilities,Software,Anime,Design & Illustration,Animation & Modeling,NSFW,Indie,Memes,Cute,Action,First-Person,Funny,Singleplayer,Early Access,Photo Editing,Sandbox,Game Development,Horror,Gaming,+"
Valheim,"Open World Survival Craft,Survival,Online Co-Op,Open World,Multiplayer,Building,Crafting,Exploration,Base Building,Co-op,Sandbox,Adventure,Mythology,RPG,Early Access,Action,PvE,Indie,Singleplayer,Third Person,+"
Expansion - Hearts of Iron IV: La Résistance,"Simulation,Strategy,World War II,Grand Strategy,Alternate History,+"
Astro Colony,"Early Access,Automation,Resource Management,Space,Base Building,Sandbox,Exploration,Crafting,3D,Flight,Open World,Building,Action-Adventure,Space Sim,Voxel,Procedural Generation,Mars,First-Person,Management,Survival,+"
Crusader Kings III: Friends & Foes,"Strategy,RPG,Simulation,Psychological Horror,+"
Legion TD 2 - Multiplayer Tower Defense,"Tower Defense,Multiplayer,Auto Battler,Strategy,Replay Value,PvP,Competitive,PvE,Online Co-Op,Co-op,Base Building,Resource Management,Fantasy,Sci-fi,Magic,3D,Mechs,Survival,2D,Medieval,+"
Neighbours from Hell Compilation,"Comedy,Casual,Classic,Funny,Point & Click,Puzzle,Adventure,Singleplayer,Stealth,Strategy,Nostalgia,Old School,Atmospheric,Great Soundtrack,Arcade,2D,Psychological Horror,Dark Humor,+"
UNDECEMBER,"RPG,Hack and Slash,Multiplayer,Action RPG,Action,Free to Play,Dark Fantasy,Top-Down,Online Co-Op,Co-op,Third Person,Fantasy,Singleplayer,Loot,PvE,Cinematic,Character Customization,PvP,Realistic,Isometric,+"
V Rising - Dracula's Relics Pack,"Adventure,Action,Massively Multiplayer,+"
Rain World,"Difficult,Atmospheric,Survival,Platformer,Indie,Pixel Graphics,Exploration,2D,Adventure,Post-apocalyptic,Open World,Cute,2D Platformer,Survival Horror,Singleplayer,Metroidvania,Physics,Simulation,Action,Souls-like,+"
SnowRunner - Season 6: Haul & Hustle,"Simulation,Adventure,Action,+"
Brotato,"Action Roguelike,Roguelite,Bullet Hell,Arena Shooter,Top-Down Shooter,2D,Casual,RPG,Top-Down,Action,Post-apocalyptic,Procedural Generation,Hand-drawn,Funny,Aliens,Cartoony,Controller,Combat,Perma Death,Cute,+"
PANELKI,"Snow,Open World,Atmospheric,Sandbox,Procedural Generation,Cinematic,First-Person,Walking Simulator,Relaxing,Simulation,Life Sim,Exploration,Cute,6DOF,Multiple Endings,Dark,Immersive Sim,Minimalist,Hidden Object,Adventure,+"
SnowRunner - Season 1: Search & Recover,"Adventure,Simulation,Racing,+"
Paladins®,"Hero Shooter,Free to Play,Multiplayer,FPS,Shooter,Action,Team-Based,First-Person,PvP,MOBA,Online Co-Op,Fantasy,Controller,Strategy,Co-op,Character Customization,Massively Multiplayer,Adventure,Colorful,Funny,+"
Don't Starve Together,"Survival,Open World Survival Craft,Multiplayer,Co-op,Open World,Adventure,Crafting,Online Co-Op,Sandbox,Difficult,Indie,2D,Atmospheric,Funny,Survival Horror,Strategy,Horror,Singleplayer,Action,Roguelike,+"
Albion Online,"Free to Play,MMORPG,Open World,Massively Multiplayer,Sandbox,RPG,Crafting,Multiplayer,PvP,Survival,Loot,PvE,Economy,Medieval,Co-op,Fantasy,Strategy,Action,Singleplayer,Difficult,+"
Kingdoms Reborn,"City Builder,Base Building,Colony Sim,Management,Medieval,Strategy,Multiplayer,Economy,Resource Management,Online Co-Op,Simulation,Co-op,PvP,Early Access,3D,Procedural Generation,Singleplayer,Indie,Turn-Based,Building,+"
The Outlast Trials,"Early Access,Co-op,Survival Horror,Multiplayer,Horror,Psychological Horror,First-Person,PvE,Character Customization,Action-Adventure,Action,Stealth,Dark Humor,Survival,Alternate History,Realistic,Atmospheric,Dark,Science,Adventure,+"
Pacify,"Horror,Multiplayer,Co-op,Survival Horror,Online Co-Op,Psychological Horror,Thriller,Action,Indie,Adventure,Dark,First-Person,Singleplayer,Gore,Strategy,Sexual Content,Puzzle,Casual,Atmospheric,PvP,+"
SnowRunner - Crocodile Pack,"Adventure,Simulation,+"
Gunsmith Simulator,"Early Access,Simulation,Singleplayer,Realistic,Military,Puzzle,First-Person,America,Shooter,Management,Inventory Management,FPS,Minigames,Action,Tactical,Open World,Sandbox,War,Co-op,Moddable,+"
ARMORED CORE™ VI FIRES OF RUBICON™,"Mechs,3D,Third Person,Character Customization,Combat,Action,Post-apocalyptic,Robots,Multiplayer,Futuristic,Fast-Paced,Sci-fi,Soundtrack,Vehicular Combat,Souls-like,Singleplayer,Military,Co-op,Action-Adventure,Online Co-Op,+"
Beasts of Bermuda,"Dinosaurs,Simulation,Survival,Massively Multiplayer,Adventure,Indie,Open World,Multiplayer,Early Access,PvP,Realistic,Sandbox,Third Person,Horror,+"
Rain World: Downpour,"Adventure,Indie,Action,Difficult,Simulation,Survival,Atmospheric,Great Soundtrack,Exploration,Open World,2D,Pixel Graphics,Beautiful,Platformer,Local Co-Op,Dating Sim,Co-op,Cute,Psychological Horror,Souls-like,+"
STALCRAFT,"Free to Play,FPS,Action,MMORPG,Adventure,Shooter,Atmospheric,First-Person,Looter Shooter,Horror,RPG,PvP,Massively Multiplayer,Combat,Tactical,Story Rich,Team-Based,Multiplayer,Alternate History,PvE,+"
Little Nightmares,"Horror,Atmospheric,Adventure,Singleplayer,Puzzle Platformer,Dark,Puzzle,Indie,Story Rich,Stealth,Platformer,Psychological Horror,Great Soundtrack,2.5D,Third Person,Survival Horror,Female Protagonist,Short,Action,Strategy,+"
Survive the Nights,"Early Access,Post-apocalyptic,RPG,Action,Realistic,Online Co-Op,Massively Multiplayer,Combat,Co-op,Inventory Management,Survival,Zombies,Crafting,Open World,Exploration,Horror,FPS,Shooter,Sandbox,PvE,+"
Incredibox,"Casual,Rhythm,Cartoony,2D,Stylized,Audio Production,Family Friendly,Music,Relaxing,Singleplayer,Music-Based Procedural Generation,Indie,Education,Minimalist,Great Soundtrack,+"
Doki Doki Literature Club Plus!,"Psychological Horror,Visual Novel,Anime,Dating Sim,Sexual Content,Cute,Romance,Story Rich,Multiple Endings,Gore,Singleplayer,2D,Interactive Fiction,Violent,Text-Based,Conversation,Dark Humor,Casual,Indie,Choose Your Own Adventure,+"
Forts,"Base Building,Physics,Multiplayer,Destruction,Building,Strategy,Moddable,Sandbox,Action,2D,Memes,Military,Indie,Level Editor,Funny,Tactical,Singleplayer,Retro,Pixel Graphics,Lemmings,+"
Black Mesa,"FPS,Remake,Action,Sci-fi,First-Person,Singleplayer,Shooter,Classic,Atmospheric,Story Rich,Great Soundtrack,Aliens,Adventure,Zombies,Horror,Multiplayer,Indie,Early Access,Mod,Gore,+"
Beat Saber,"VR,Rhythm,Music,Moddable,Fast-Paced,Indie,First-Person,Singleplayer,Difficult,Multiplayer,Swordplay,Action,Sports,Futuristic,Casual,Music-Based Procedural Generation,Games Workshop,PvP,Early Access,Great Soundtrack,+"
EVE Online,"Space,Free to Play,RPG,Open World,Sci-fi,PvP,Sandbox,Economy,Massively Multiplayer,Strategy,Multiplayer,Action,Character Customization,Exploration,War,Spaceships,MMORPG,Politics,Lore-Rich,PvE,+"
Five Nights at Freddy's,"Horror,Singleplayer,Survival Horror,Robots,Psychological Horror,Difficult,Indie,First-Person,Point & Click,Dark,Survival,Atmospheric,Mouse only,Supernatural,Resource Management,Jump Scare,Silent Protagonist,Lore-Rich,Short,Historical,+"
ULTRAKILL,"Early Access,FPS,Arena Shooter,Spectacle fighter,Character Action Game,Blood,Retro,Fast-Paced,Singleplayer,Shooter,First-Person,Difficult,Action,Old School,Robots,3D,Silent Protagonist,Stylized,Sci-fi,Cyberpunk,+"
Lumencraft,"Exploration,Action,Action RPG,Sandbox,Thriller,Strategy,Tower Defense,Base Building,Action Roguelike,Combat,Top-Down Shooter,Colorful,Survival,Atmospheric,Realistic,2D,Early Access,Indie,Shooter,RPG,+"
SGS Battle For: Stalingrad,"Strategy,Card Battler,Turn-Based Tactics,Wargame,Turn-Based Strategy,2D,Historical,Turn-Based Combat,Colorful,Military,World War II,War,Singleplayer,Multiplayer,+"
Krzyżacy - The Knights of the Cross,"Card Battler,Pixel Graphics,Roguelite,Multiple Endings,RPG,Medieval,Singleplayer,Deckbuilding,Based On A Novel,Turn-Based Strategy,Adventure,Historical,Story Rich,Lore-Rich,Card Game,Strategy,Turn-Based Tactics,Roguelike,Anime,Indie,+"
Age of Wonders 4,"Strategy,4X,Fantasy,Tactical RPG,Atmospheric,Colorful,Magic,Diplomacy,Character Customization,PvP,War,Grand Strategy,Hex Grid,Moddable,RPG,PvE,Exploration,Top-Down,Lore-Rich,Immersive Sim,+"
The Bookwalker: Thief of Tales,"Adventure,Singleplayer,Turn-Based Tactics,Atmospheric,Noir,Isometric,Story Rich,Lore-Rich,Dark Fantasy,Surreal,Mystery,Dystopian,First-Person,Thriller,Detective,Exploration,Narration,Point & Click,Drama,Puzzle,+"
Barotrauma,"Co-op,Multiplayer,Survival,Submarine,Survival Horror,2D,Underwater,Simulation,Horror,Sci-fi,Management,Strategy,Action,Difficult,Gore,Moddable,Violent,Singleplayer,Early Access,Naval,+"
One Piece Burning Blood,"Anime,Action,Fighting,Multiplayer,Pirates,Singleplayer,Local Multiplayer,Beat 'em up,Story Rich,Co-op,PvP,3D Fighter,RPG,+"
eFootball™ 2023,"Football (Soccer),Free to Play,Sports,Multiplayer,eSports,Simulation,Controller,PvP,Local Multiplayer,Co-op,Online Co-Op,Local Co-Op,Singleplayer,Realistic,Comedy,Memes,Violent,LGBTQ+,Anime,Funny,+"
Farming Simulator 22,"Simulation,Co-op,Farming Sim,Agriculture,Moddable,Management,Multiplayer,Sandbox,3D,First-Person,Immersive Sim,Online Co-Op,Economy,Character Customization,Family Friendly,Open World,Third Person,Nature,Horses,America,+"
Battle Brothers - Blazing Deserts,"Strategy,RPG,Indie,Turn-Based Combat,+"
